Ticker,Strategy,Sharpe
AOS,MA,3.533189861687683
ALGN,MR,2.8407843777154564
MMM,MR,2.097446014454237
ABT,MR,2.0053851442583213
ALB,MR,1.907882309012122
AKAM,MR,1.8063548992245462
APD,MR,1.759800609416392
ABNB,MA,1.4984723021605078
GOOGL,MA,1.282935652154808
ABBV,MA,0.7678051311516197
