Ticker,MA_Final,MR_Final,AD_Final,MA_Sharpe,MR_Sharpe,AD_Sharpe
MMM,SIDEWAYS,11068.568114562991,11977.69084181214,11977.69084181214,0.5649357743717563,1.208769476974046,1.208769476974046
AOS,SIDEWAYS,10244.178406372073,10684.480863872534,10684.480863872534,0.20223160077939728,0.6073803319942301,0.6073803319942301
ABT,SIDEWAYS,10093.991136619567,10935.346321411134,10935.346321411134,0.1123046086987229,1.2365678699861753,1.2365678699861753
ABBV,SIDEWAYS,9344.001162353517,9533.800370498655,9533.800370498655,-0.3660125989114246,-0.4569978958869313,-0.4569978958869313
ACN,SIDEWAYS,9051.761036300664,9312.020209121707,9312.020209121707,-0.7020001378948985,-0.37840343626013623,-0.37840343626013623
ADBE,SIDEWAYS,8822.704123687749,9227.348625656134,9227.348625656134,-0.7545703519005814,-0.5183272269100765,-0.5183272269100765
AMD,SIDEWAYS,11589.47170061493,10224.642988616943,10224.642988616943,0.5850243712644251,0.16175999995626844,0.16175999995626844
AES,TRENDING,8569.95415589428,7840.229662286756,7840.229662286756,-0.3911748145115008,-1.140176313099689,-1.140176313099689
AFL,SIDEWAYS,9895.997841430657,10120.83609702301,10120.83609702301,-0.04091627370816614,0.18068284427506287,0.18068284427506287
A,SIDEWAYS,8877.114793273931,9986.653442306519,9986.653442306519,-0.6570781261717998,0.04318552375483318,0.04318552375483318
APD,SIDEWAYS,9534.783847503666,11583.092044967652,11583.092044967652,-0.24339381527517123,1.0666442909545872,1.0666442909545872
ABNB,SIDEWAYS,9836.660359329228,10286.870665412902,10286.870665412902,-0.029002023440189168,0.1914412380269576,0.1914412380269576
AKAM,TRENDING,8575.832948219297,13831.95639259338,13831.95639259338,-0.7556036773274938,1.6908345317315931,1.6908345317315931
ALB,TRENDING,11812.48289995957,11043.849138847352,11812.48289995957,0.5977282475914615,0.3680596812358902,0.5977282475914615
ARE,TRENDING,9078.046646053313,8535.34565995789,8535.34565995789,-0.5943073272783029,-0.9028045964909769,-0.9028045964909769
ALGN,TRENDING,6870.714711578379,10880.129401596063,10880.129401596063,-1.143440833902954,0.4268281050680154,0.4268281050680154
ALLE,TRENDING,10246.998281684875,10251.820121200562,10251.820121200562,0.20580689729603463,0.285199690531102,0.285199690531102
LNT,SIDEWAYS,10161.406041477218,10589.255908107763,10589.255908107763,0.17335853347034458,0.8784689961293335,0.8784689961293335
ALL,SIDEWAYS,9667.009877029415,12031.106027587888,12031.106027587888,-0.21374955942778512,1.7491188648231784,1.7491188648231784
GOOGL,SIDEWAYS,12247.962580139167,10774.392238693235,10774.392238693235,1.1484955527735283,0.5505502069511181,0.5505502069511181
GOOG,SIDEWAYS,11432.984192031861,10974.34054759216,10974.34054759216,0.7741530004366284,0.6829866941305788,0.6829866941305788
MO,SIDEWAYS,10815.270562191014,10842.307808979036,10842.307808979036,0.6112486179901174,1.3122405028652033,1.3122405028652033
AMZN,SIDEWAYS,10996.907846145623,9435.790651092528,9435.790651092528,0.5684007184029113,-0.331261727796131,-0.331261727796131
AMCR,SIDEWAYS,8790.176555255894,11131.39891679001,8790.176555255894,-0.8248794640329435,1.0598286217829544,-0.8248794640329435
AEE,SIDEWAYS,10429.340202034002,11123.835985916134,11123.835985916134,0.40685475561183826,2.0090757969771817,2.0090757969771817
AEP,SIDEWAYS,10794.042202774035,10761.27638978577,10761.27638978577,0.6360643335396614,1.0300696697145308,1.0300696697145308
AXP,SIDEWAYS,10716.329138641358,9865.598114425657,9865.598114425657,0.46930830486013575,-0.03313409178632359,-0.03313409178632359
AIG,SIDEWAYS,10194.645130966186,10296.627086524964,10296.627086524964,0.16697875342571963,0.3669420964960659,0.3669420964960659
AMT,TRENDING,8832.182160858149,11131.250044128421,11131.250044128421,-0.7548881653249431,0.9081446468386725,0.9081446468386725
AWK,SIDEWAYS,9342.1952946167,10689.632858047487,10689.632858047487,-0.455101803133594,0.7168732053304534,0.7168732053304534
