Ticker,Strategy,Sharpe
MO,MR,4.186073946697296
AMT,MR,3.5868282089900823
AOS,MA,3.5077165247804594
ALGN,MR,2.8206412359258035
AEP,MA,2.533263704256631
ABT,MR,1.9913846076816475
AKAM,MR,1.7937808664513413
APD,MR,1.7475585252438977
AWK,MR,1.7341390376418389
ALB,MR,1.64346861916845
