Ticker,Strategy,Sharpe
MO,MR,4.186073946697296
CBOE,MR,3.6173324998942626
AMT,MR,3.5868282089900823
AOS,MA,3.5077165247804594
CPT,MR,3.498049519804528
BALL,MR,3.4200061563356567
ADI,MR,3.0624641526082845
CF,MA,3.027890270785151
AIZ,MR,3.0127504946074866
ALGN,MR,2.8206412359258035
