Ticker,Strategy,Sharpe
AOS,MA,3.5077165247804594
ALGN,MR,2.8206412359258035
ABT,MR,1.9913846076816475
AKAM,MR,1.7937808664513413
APD,MR,1.7475585252438977
ALB,MR,1.64346861916845
ABNB,MR,1.4700964091795479
MMM,MR,1.4131839801246107
GOOGL,MA,1.274061125486541
AMD,MA,0.7309227781635105
